LfdArtNr;artnr1;abez1;me;basis_me;anz_basis;anz_ve;ean_me;kn_ja;wgrupnr;sort1;sort2;warennr;gewicht_gr;gewicht;sb_ja;KopfLfdNr;ArtNr;ArtBez;VarTyp;VarBez;VarFarbe;kn_art
68376;1000-APDF-423-E;Anleitung PDF Funny uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-423-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-423-E;NULL;[leer]
68377;1000-APDF-423-F;Anleitung PDF Funny uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-423-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-423-F;NULL;[leer]
68378;1000-APDF-424-D;Anleitung PDF Funny uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-424-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-424-D;NULL;[leer]
68379;1000-APDF-424-E;Anleitung PDF Funny uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-424-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-424-E;NULL;[leer]
68380;1000-APDF-424-F;Anleitung PDF Funny uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-424-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-424-F;NULL;[leer]
68381;1000-APDF-374-F;Anleitung PDF Flipsy;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-374-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-374-F;NULL;[leer]
68382;1000-APDF-425-D;Anleitung PDF Filzwolle color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-425-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-425-D;NULL;[leer]
68383;1000-APDF-425-E;Anleitung PDF Filzwolle color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-425-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-425-E;NULL;[leer]
68384;1000-APDF-425-F;Anleitung PDF Filzwolle color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-425-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-425-F;NULL;[leer]
68385;1000-APDF-426-D;Anleitung PDF Filzwolle color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-426-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-426-D;NULL;[leer]
68386;1000-APDF-426-E;Anleitung PDF Filzwolle color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-426-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-426-E;NULL;[leer]
68387;1000-APDF-426-F;Anleitung PDF Filzwolle color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-426-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-426-F;NULL;[leer]
21550;762-14;Cotton Fun;kg;10;20.00;10.00;4036014004730;1;15;99;"               762-14";52071000;NULL;1;NULL;1011;762-;Cotton Fun;Farbe;14;nougat;Längsknäuel
21552;762-16;Cotton Fun;kg;10;20.00;10.00;4036014004723;1;15;99;"               762-16";52071000;NULL;1;NULL;1011;762-;Cotton Fun;Farbe;16;schwarz;Längsknäuel
21553;762-02;Cotton Fun;kg;10;20.00;10.00;4036014004716;1;15;99;"               762-02";52071000;NULL;1;NULL;1011;762-;Cotton Fun;Farbe;02;creme;Längsknäuel
21555;762-04;Cotton Fun;kg;10;20.00;10.00;4036014004693;1;15;99;"               762-04";52071000;NULL;1;NULL;1011;762-;Cotton Fun;Farbe;04;mais;Längsknäuel
21557;762-06;Cotton Fun;kg;10;20.00;10.00;4036014004679;1;15;99;"               762-06";52071000;NULL;1;NULL;1011;762-;Cotton Fun;Farbe;06;signalrot;Längsknäuel
21560;762-09;Cotton Fun;kg;10;20.00;10.00;4036014004655;1;15;99;"               762-09";52071000;NULL;1;NULL;1011;762-;Cotton Fun;Farbe;09;himmelblau;Längsknäuel
21562;865-0;Cotton Quick uni;kg;10;20.00;10.00;NULL;1;15;99;"                865-0";52071000;NULL;1;NULL;1013;865-;Cotton Quick uni;Farbe;0;NULL;Längsknäuel
21563;865-01;Cotton Quick uni;kg;10;20.00;10.00;4036014004419;1;15;99;"               865-01";52071000;NULL;1;NULL;1013;865-;Cotton Quick uni;Farbe;01;weiß;Längsknäuel
21565;865-11;Cotton Quick uni;kg;10;20.00;10.00;4036014004549;1;15;99;"               865-11";52071000;NULL;1;NULL;1013;865-;Cotton Quick uni;Farbe;11;schwarz;Längsknäuel
21597;861-0;Cotton Quick print;kg;10;20.00;10.00;NULL;1;15;99;"                861-0";52071000;NULL;1;NULL;1012;861-;Cotton Quick print;Farbe;0;NULL;Längsknäuel
21599;861-183;Cotton Quick print;kg;10;20.00;10.00;4036014004617;1;15;99;"              861-183";52071000;NULL;1;NULL;1012;861-;Cotton Quick print;Farbe;183;aqua multicolor;Längsknäuel
21694;813-0;Häkelgarn 100;kg;10;10.00;6.00;NULL;1;15;99;"                813-0";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;0;NULL;Kuchenknäuel
21695;813-101;Häkelgarn 100;kg;10;10.00;6.00;4036014006079;1;15;99;"              813-101";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;101;weiß;Kuchenknäuel
21696;813-102;Häkelgarn 100;kg;10;10.00;6.00;4036014006062;1;15;99;"              813-102";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;102;creme;Kuchenknäuel
21697;813-103;Häkelgarn 100;kg;10;10.00;6.00;4036014006031;1;15;99;"              813-103";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;103;sand;Kuchenknäuel
21698;813-112;Häkelgarn 100;kg;10;10.00;6.00;4036014006017;1;15;99;"              813-112";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;112;helles lachs;Kuchenknäuel
21701;813-115;Häkelgarn 100;kg;10;10.00;6.00;4036014005881;1;15;99;"              813-115";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;115;tannengrün;Kuchenknäuel
21705;813-119;Häkelgarn 100;kg;10;10.00;6.00;4036014005973;1;15;99;"              813-119";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;119;lachs;Kuchenknäuel
21706;813-120;Häkelgarn 100;kg;10;10.00;6.00;4036014005966;1;15;99;"              813-120";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;120;pastellgelb;Kuchenknäuel
21707;813-121;Häkelgarn 100;kg;10;10.00;6.00;4036014005959;1;15;99;"              813-121";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;121;jeansblau;Kuchenknäuel
21748;770-01;Hot Socks uni 50;kg;10;20.00;10.00;4036014006277;1;15;99;"               770-01";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;01;creme;Längsknäuel
21749;770-10;Hot Socks uni 50;kg;10;20.00;10.00;4036014006260;1;15;99;"               770-10";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;10;schokobraun meliert;Längsknäuel
21750;770-11;Hot Socks uni 50;kg;10;20.00;10.00;4036014006253;1;15;99;"               770-11";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;11;jeansblau;Längsknäuel
21753;770-15;Hot Socks uni 50;kg;10;20.00;10.00;4036014006222;1;15;99;"               770-15";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;15;marine;Längsknäuel
68388;1000-APDF-288-F;Anleitung PDF Filzwolle uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-288-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-288-F;NULL;[leer]
68389;1000-APDF-288-E;Anleitung PDF Filzwolle uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-288-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-288-E;NULL;[leer]
68390;1000-APDF-369-E;Anleitung PDF Eco Cotton;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-369-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-369-E;NULL;[leer]
68391;1000-APDF-427-D;Anleitung PDF Cotton Soft color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-427-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-427-D;NULL;[leer]
68392;1000-APDF-427-E;Anleitung PDF Cotton Soft color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-427-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-427-E;NULL;[leer]
68393;1000-APDF-427-F;Anleitung PDF Cotton Soft color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-427-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-427-F;NULL;[leer]
68394;1000-APDF-429-D;Anleitung PDF Cotton Soft uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-429-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-429-D;NULL;[leer]
68395;1000-APDF-429-F;Anleitung PDF Cotton Soft uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-429-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-429-F;NULL;[leer]
68396;1000-APDF-430-D;Anleitung PDF Cotton Soft uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-430-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-430-D;NULL;[leer]
68397;1000-APDF-315-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-315-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-315-E;NULL;[leer]
68398;1000-APDF-315-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-315-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-315-F;NULL;[leer]
68399;1000-APDF-287-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-287-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-287-E;NULL;[leer]
68400;1000-APDF-287-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-287-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-287-F;NULL;[leer]
68401;1000-APDF-308-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-308-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-308-E;NULL;[leer]
68402;1000-APDF-308-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-308-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-308-F;NULL;[leer]
21755;770-18;Hot Socks uni 50;kg;10;20.00;10.00;4036014006208;1;15;99;"               770-18";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;18;schwarz;Längsknäuel
21756;770-19;Hot Socks uni 50;kg;10;20.00;10.00;4036014006192;1;15;99;"               770-19";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;19;bordeaux;Längsknäuel
21757;770-02;Hot Socks uni 50;kg;10;20.00;10.00;4036014006185;1;15;99;"               770-02";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;02;kieselgrau;Längsknäuel
21760;770-22;Hot Socks uni 50;kg;10;20.00;10.00;4036014006154;1;15;99;"               770-22";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;22;tannengrün;Längsknäuel
21761;770-23;Hot Socks uni 50;kg;10;20.00;10.00;4036014006147;1;15;99;"               770-23";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;23;blau-grün meliert;Längsknäuel
21763;770-25;Hot Socks uni 50;kg;10;20.00;10.00;4036014770000;1;15;99;"               770-25";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;25;sand;Längsknäuel
21766;770-05;Hot Socks uni 50;kg;10;20.00;10.00;4036014006321;1;15;99;"               770-05";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;05;anthrazit meliert;Längsknäuel
21861;760-0;Lisa Premium uni;kg;10;20.00;10.00;NULL;1;15;99;"                760-0";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;0;NULL;Längsknäuel
21862;760-01;Lisa Premium uni;kg;10;20.00;10.00;4036014005492;1;15;99;"               760-01";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;01;weiß;Längsknäuel
21863;760-10;Lisa Premium uni;kg;10;20.00;10.00;4036014005485;1;15;99;"               760-10";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;10;maisgelb;Längsknäuel
21864;760-11;Lisa Premium uni;kg;10;20.00;10.00;4036014005478;1;15;99;"               760-11";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;11;orange;Längsknäuel
21865;760-12;Lisa Premium uni;kg;10;20.00;10.00;4036014005461;1;15;99;"               760-12";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;12;signalrot;Längsknäuel
68403;1000-APDF-328-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-328-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-328-E;NULL;[leer]
68404;1000-APDF-328-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-328-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-328-F;NULL;[leer]
68405;1000-APDF-337-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-337-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-337-E;NULL;[leer]
68406;1000-APDF-337-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-337-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-337-F;NULL;[leer]
68407;1000-APDF-338-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-338-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-338-E;NULL;[leer]
68408;1000-APDF-338-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-338-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-338-F;NULL;[leer]
68409;1000-APDF-306-E;Anleitung PDF Cotton quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-306-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-306-E;NULL;[leer]
68410;1000-APDF-332-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-332-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-332-E;NULL;[leer]
68411;1000-APDF-332-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-332-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-332-F;NULL;[leer]
68412;1000-APDF-318-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-318-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-318-E;NULL;[leer]
68413;1000-APDF-318-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-318-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-318-F;NULL;[leer]
68414;1000-APDF-431-D;Anleitung PDF Lucky Soft;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-431-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-431-D;NULL;[leer]
68415;1000-APDF-431-E;Anleitung PDF Lucky Soft;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-431-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-431-E;NULL;[leer]
68416;1000-APDF-431-F;Anleitung PDF Lucky Soft;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-431-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-431-F;NULL;[leer]
68417;1000-APDF-432-D;Anleitung PDF Colourful;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-432-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-432-D;NULL;[leer]
21866;760-13;Lisa Premium uni;kg;10;20.00;10.00;4036014005454;1;15;99;"               760-13";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;13;bordeaux;Längsknäuel
21867;760-14;Lisa Premium uni;kg;10;20.00;10.00;4036014005447;1;15;99;"               760-14";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;14;fuchsia;Längsknäuel
21869;760-16;Lisa Premium uni;kg;10;20.00;10.00;4036014005423;1;15;99;"               760-16";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;16;tannengrün;Längsknäuel
21870;760-17;Lisa Premium uni;kg;10;20.00;10.00;4036014005416;1;15;99;"               760-17";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;17;mittelblau;Längsknäuel
21872;760-19;Lisa Premium uni;kg;10;20.00;10.00;4036014005393;1;15;99;"               760-19";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;19;marine;Längsknäuel
21873;760-02;Lisa Premium uni;kg;10;20.00;10.00;4036014005386;1;15;99;"               760-02";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;02;creme;Längsknäuel
21875;760-21;Lisa Premium uni;kg;10;20.00;10.00;4036014005362;1;15;99;"               760-21";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;21;dunkel lila;Längsknäuel
21876;760-22;Lisa Premium uni;kg;10;20.00;10.00;4036014005355;1;15;99;"               760-22";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;22;nougat;Längsknäuel
21877;760-23;Lisa Premium uni;kg;10;20.00;10.00;4036014005348;1;15;99;"               760-23";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;23;schokolade;Längsknäuel
21878;760-24;Lisa Premium uni;kg;10;20.00;10.00;4036014005331;1;15;99;"               760-24";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;24;kieselgrau;Längsknäuel
21879;760-25;Lisa Premium uni;kg;10;20.00;10.00;4036014005324;1;15;99;"               760-25";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;25;anthrazit;Längsknäuel
21880;760-26;Lisa Premium uni;kg;10;20.00;10.00;4036014005317;1;15;99;"               760-26";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;26;schwarz;Längsknäuel
22120;2005-1702;Perlgarn 5 Spezial, Buttinette;kg;10;40.00;10.00;4058896072669;1;11;99;"            2005-1702";52071000;NULL;1;NULL;1844;2005-;Perlgarn 5 Spezial, Buttinette;Einzelartikel;1702;Kd. Art.nr. 42725   mint;[leer]
22121;2005-210;Perlgarn 5 Spezial, Buttinette;kg;10;40.00;10.00;4058896072713;1;11;99;"             2005-210";52071000;NULL;1;NULL;1844;2005-;Perlgarn 5 Spezial, Buttinette;Einzelartikel;210;Kd. Art.nr. 42731 rot;[leer]
22122;2005-2101;Perlgarn 5 Spezial, Buttinette;kg;10;40.00;10.00;4058896072706;1;11;99;"            2005-2101";52071000;NULL;1;NULL;1844;2005-;Perlgarn 5 Spezial, Buttinette;Einzelartikel;2101;Kd. Art.nr. 42729  seide;[leer]
22124;2005-2401;Perlgarn 5 Spezial, Buttinette;kg;10;40.00;10.00;4058896072737;1;11;99;"            2005-2401";52071000;NULL;1;NULL;1844;2005-;Perlgarn 5 Spezial, Buttinette;Einzelartikel;2401;weiß;[leer]
22125;2005-2403;Perlgarn 5 Spezial, Buttinette;kg;10;40.00;10.00;4058896073307;1;11;99;"            2005-2403";52071000;NULL;1;NULL;1844;2005-;Perlgarn 5 Spezial, Buttinette;Einzelartikel;2403;Kd. Art.nr. 45565 elfenbein;[leer]
22130;2008-0;Perlgarn 8 Spezial, Buttinette;kg;10;40.00;10.00;NULL;1;11;99;"               2008-0";52071000;NULL;1;NULL;1845;2008-;Perlgarn 8 Spezial, Buttinette;Einzelartikel;0;NULL;[leer]
22133;2008-1702;Perlgarn 8 Spezial, Buttinette;kg;10;40.00;10.00;4058896072560;1;11;99;"            2008-1702";52071000;NULL;1;NULL;1845;2008-;Perlgarn 8 Spezial, Buttinette;Einzelartikel;1702;Kd. Art.nr. 42715  mintgrün;[leer]
22134;2008-210;Perlgarn 8 Spezial, Buttinette;kg;10;40.00;10.00;4058896072614;1;11;99;"             2008-210";52071000;NULL;1;NULL;1845;2008-;Perlgarn 8 Spezial, Buttinette;Einzelartikel;210;Kd. Art.nr. 42720;[leer]
22135;2008-2101;Perlgarn 8 Spezial, Buttinette;kg;10;40.00;10.00;4058896072607;1;11;99;"            2008-2101";52071000;NULL;1;NULL;1845;2008-;Perlgarn 8 Spezial, Buttinette;Einzelartikel;2101;Kd. Art.nr. 42719;[leer]
22137;2008-2401;Perlgarn 8 Spezial, Buttinette;kg;10;40.00;10.00;4058896072638;1;11;99;"            2008-2401";52071000;NULL;1;NULL;1845;2008-;Perlgarn 8 Spezial, Buttinette;Einzelartikel;2401;Kd. Art.nr. 42722 weiß;[leer]
22138;2008-2403;Perlgarn 8 Spezial, Buttinette;kg;10;40.00;10.00;4058896073321;1;11;99;"            2008-2403";52071000;NULL;1;NULL;1845;2008-;Perlgarn 8 Spezial, Buttinette;Einzelartikel;2403;Kd. Art.nr. 45567;[leer]
22139;2008-2512;Perlgarn 8 Spezial, Buttinette;kg;10;40.00;10.00;4058896072546;1;11;99;"            2008-2512";52071000;NULL;1;NULL;1845;2008-;Perlgarn 8 Spezial, Buttinette;Einzelartikel;2512;Kd. Art.nr. 42713;[leer]
68418;1000-APDF-432-E;Anleitung PDF Colourful;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-432-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-432-E;NULL;[leer]
68419;1000-APDF-432-F;Anleitung PDF Colourful;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-432-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-432-F;NULL;[leer]
68420;1000-APDF-433-D;Anleitung PDF Finnja;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-433-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-433-D;NULL;[leer]
68421;1000-APDF-433-E;Anleitung PDF Finnja;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-433-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-433-E;NULL;[leer]
68422;1000-APDF-433-F;Anleitung PDF Finnja;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-433-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-433-F;NULL;[leer]
68423;1000-APDF-434-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-434-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-434-D;NULL;[leer]
68424;1000-APDF-435-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-435-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-435-D;NULL;[leer]
68425;1000-APDF-436-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-436-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-436-D;NULL;[leer]
68426;1000-APDF-437-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-437-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-437-D;NULL;[leer]
68427;1000-APDF-368-E;Anleitung PDF Cotton Quick print;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-368-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-368-E;NULL;[leer]
68428;1000-APDF-368-F;Anleitung PDF Cotton Quick print;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-368-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-368-F;NULL;[leer]
68429;1000-APDF-438-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-438-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-438-D;NULL;[leer]
68430;1000-APDF-438-E;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-438-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-438-E;NULL;[leer]
68431;1000-APDF-438-F;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-438-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-438-F;NULL;[leer]
68432;1000-APDF-439-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-439-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-439-D;NULL;[leer]
71865;1000-APDF-645-E;Anleitung PDF Happy Color Batik;Stück;1;1.00;1.00;4036014313085;NULL;4;99;"      1000-APDF-645-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-645-E;NULL;[leer]
71866;1000-APDF-645-F;Anleitung PDF Happy Color Batik;Stück;1;1.00;1.00;4036014313092;NULL;4;99;"      1000-APDF-645-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-645-F;NULL;[leer]
71867;1000-APDF-646-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;4036014313108;NULL;4;99;"      1000-APDF-646-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-646-D;NULL;[leer]
